origin,destination,passengers
141,146,30
79,88,128
70,79,98
60,34,40015
36,50,3656
25,81,13920
210,69,1147
148,66,1263
401,3,44
3,401,88
148,46,1679
14,86,63
56,148,1479
32,11,50941
62,130,308
70,15,37044
411,28,46
98,80,1998
216,89,1758
27,13,215979
66,14,210
98,133,624
106,98,14970
209,212,10
50,15,39147
15,50,40085
98,103,5163
103,98,5326
130,148,440
261,80,32
32,15,110274
119,89,20833
401,141,49
141,401,47
15,181,85436
19,163,6832
15,65,468
79,15,982
105,63,167
15,86,3427
77,335,54
15,85,2244
42,15,48457
261,14,4151
129,37,172
15,81,6955
14,63,3867
63,14,3748
4,123,11604
261,188,764
44,38,31
261,56,1351
43,24,150991
45,261,608
146,261,740
32,4,103977
69,15,440
15,69,869
7,91,2161
50,5,129572
4,27,252150
8,41,534
8,37,42986
261,84,132
84,261,137
22,53,151
4,104,180
19,91,1228
11,5,401103
38,11,78
74,104,1
108,26,407
26,59,2
8,98,226
165,210,56
44,133,1620
240,98,48
133,77,89
43,133,489
285,210,17
113,98,36
205,15,20
401,86,232
48,86,459
86,146,252
172,141,75
244,77,176
401,172,27
172,401,27
34,141,27
141,34,27
146,141,27
60,79,27
33,205,28
258,50,29
216,28,29
66,122,119
23,80,702
258,99,184
93,141,300
141,93,309
86,141,239
141,86,234
50,258,32
153,123,32
50,54,5714
80,23,345
50,216,285
216,50,225
235,362,33
362,235,33
123,153,33
235,153,33
37,119,33
258,164,33
188,51,33
86,172,406
258,48,163
172,48,220
258,14,276
160,141,35
216,258,102
62,84,14926
84,62,14913
401,223,35
6,117,2594
50,70,36
66,48,36
130,111,739
66,102,143
235,276,88
66,79,1844
258,216,103
24,43,153126
130,66,1294
235,81,37
172,93,84
93,172,92
33,54,117064
3,216,30814
64,130,1788
54,45,459
98,28,38
66,108,38
251,226,39
77,38,64
70,401,201
102,103,39
103,102,39
303,54,39
43,66,39
169,38,39
169,125,279
70,160,40
148,357,1368
357,148,1388
45,60,40
232,23,40
13,499,40
48,93,576
57,32,3985
130,84,1121
84,130,1136
31,77,19335
59,335,41
24,264,41
56,117,42
32,57,3672
295,62,213
264,56,42
153,8,42
188,177,42
235,240,43
78,1,123989
247,32,43
29,65,88
264,24,43
35,34,38671
78,6,43
86,160,44
158,27,195
86,3,121606
401,1,44
66,259,45
130,189,1364
223,258,204
57,86,3939
86,57,3673
44,35,45
70,172,228
24,258,46
258,24,46
125,153,46
25,482,141
226,251,46
5,48,99706
153,276,190
25,134,47
81,28,483
65,8,7663
151,12,47
258,11,75
37,317,48
317,38,48
8,27,211938
148,57,1483
148,227,368
70,1,97427
6,362,50
148,206,557
206,148,727
166,357,104
37,50,257
169,238,51
317,8,51
11,317,221
499,50,111
60,24,52
32,13,145032
25,295,52
77,41,52
264,129,296
129,264,337
295,25,53
48,8,59962
82,169,54
2,482,54
146,74,54
339,4,54
4,339,54
32,5,262803
27,148,887
34,62,49732
401,108,55
270,148,485
181,62,56
88,146,57
148,41,1441
41,148,1452
99,218,208
169,67,57
129,48,57
148,27,875
146,88,178
65,89,58
63,257,293
482,32,109
135,62,146
62,135,146
100,130,814
23,52,155045
335,48,108
21,10,89983
148,93,1415
12,28,79653
43,103,60
103,108,60
130,202,1829
45,119,61
57,148,1116
482,17,234
10,21,93975
202,130,1632
50,130,1202
148,113,62
113,148,62
70,26,56686
14,22,230957
50,172,64
70,141,313
37,103,65
344,106,66
104,216,66
106,3,8002
216,130,67
211,33,67
0,258,67
258,211,67
185,148,316
31,193,67
130,86,522
70,93,228
65,148,246
38,60,68
106,103,248
103,106,140
3,344,68
170,170,69
135,148,346
130,37,1300
170,130,1180
148,249,222
249,148,225
37,148,1329
268,70,70
151,210,70
210,205,72
122,81,177
53,62,73
146,148,549
5,56,152716
12,240,76
28,106,77
10,70,5659
119,99,155
32,163,80
64,115,4743
133,113,80
106,28,80
99,119,81
210,23,81
33,211,82
5,77,117386
211,18,82
148,158,694
158,148,698
5,86,4100
48,78,82
11,22,204631
130,295,1208
104,146,84
37,3,203873
361,199,577
57,54,20483
148,163,237
10,45,39324
130,7,1377
14,317,87
122,79,87
216,235,87
317,104,87
26,70,59197
50,148,1150
1,184,103545
70,223,89
73,148,1777
66,99,89
86,60,222
69,55,90
50,104,91
34,138,91
97,99,91
148,235,92
32,129,92
129,148,92
11,32,51609
148,88,841
153,56,93
77,133,1786
32,482,224
482,129,94
148,23,1803
154,148,1585
148,154,1670
78,3,167
23,3,492343
27,8,220366
3,38,31414
13,13,99
11,172,99
63,9,108564
148,130,441
172,13,100
83,206,100
148,89,11963
89,148,11854
65,45,428
7,130,1266
50,8,122445
27,78,3208
33,33,102
73,33,9803
148,52,1089
251,239,102
148,18,5025
8,138,102
88,148,954
150,99,103
226,123,103
140,14,4367
86,25,103
28,65,120649
123,226,104
13,2,426533
104,130,1295
18,148,5399
104,45,106
240,1,108
23,148,1822
401,54,109
122,148,1063
10,154,258
2,327,253
313,69,111
148,122,1068
56,81,113
123,349,113
1,77,198471
69,313,114
32,401,261
56,25,286
37,499,157
226,398,117
25,45,90679
3,77,77640
98,113,261
200,150,118
45,148,1830
66,10,5717
1,357,119
3,63,13966
120,95,120
95,120,120
1,200,49559
148,45,1825
97,32,121
9,44,52706
268,125,294
386,137,122
70,10,5838
232,93,123
13,76,10386
69,14,269
137,386,124
148,70,1968
36,311,284
11,83,175
10,11,773574
46,148,1861
20,226,126
99,240,126
86,150,127
10,66,5843
62,66,128
99,92,128
125,268,303
240,99,128
21,92,571
1,64,65446
184,1,110902
140,184,191
70,148,1983
203,240,241
2,56,122752
184,65,129
23,311,129
2,175,57280
42,35,303
13,59,804
4,48,42388
285,9,32986
44,92,1911
1,45,283103
85,264,132
83,146,132
240,203,244
21,9,93436
11,107,230
59,31,27420
264,85,134
45,9,60060
4,66,577
130,104,1173
66,62,294
170,148,1582
42,22,45480
34,82,60564
148,170,1574
304,379,136
21,4,207309
5,13,198471
61,175,264
1,90,10801
1,164,137
80,34,73433
22,175,138
240,158,138
158,240,138
86,92,138
21,206,311
12,1,730205
15,113,139
10,72,253
1,26,349231
46,35,140
9,21,95965
21,42,136692
42,21,131686
8,42,232370
21,311,276
13,165,142
37,92,142
89,26,143
46,99,143
80,1,176924
53,80,143
19,206,318
4,12,631289
1,89,143
41,92,143
135,425,143
45,92,144
50,92,144
19,54,72671
5,32,271965
42,10,9086
78,50,560
22,46,453
9,11,276558
102,21,49443
21,121,7671
121,21,7841
89,45,39064
1,67,222775
63,92,1094
22,173,20771
23,60,287
41,206,146
5,206,15335
78,82,289
90,86,499
63,175,147
40,175,1289
40,92,717
44,53,334
80,21,14663
21,1,199285
33,35,37347
240,235,148
137,92,148
71,311,148
63,311,148
52,46,148
31,59,29269
0,38,81014
223,1,39512
29,49,311
44,228,300
2,91,72665
17,223,149
21,20,55844
6,9,253478
16,10,874821
71,150,150
53,12,82291
143,2,31251
4,21,210690
18,10,183511
204,15,1453
148,34,1564
41,50,84723
171,15,76
129,482,84
1,321,44
25,82,907
273,166,48
210,99,108
45,378,50
331,8,52
8,331,52
317,199,59
81,89,27612
162,82,103
120,162,181
45,179,136
4,218,66
210,143,68
89,125,70
66,218,70
122,5,70
5,122,76
70,85,80
54,146,82
146,54,82
56,361,82
361,56,82
153,50,83
53,99,84
121,22,84
1,119,96435
48,81,85
0,81,95877
310,105,89
104,60,89
79,122,90
91,22,2842
6,54,290591
60,104,92
54,169,92
54,6,289156
160,56,93
211,81,93
81,211,96
82,48,97
37,241,97
65,118,98
79,65,341
24,71,247
264,362,101
8,310,101
310,8,101
122,84,10101
81,104,106
104,81,106
145,115,107
84,122,9759
145,236,108
236,145,108
35,203,109
99,53,110
203,35,111
130,145,111
119,65,114
145,66,115
336,122,115
71,31,73816
91,35,116
35,91,116
203,25,116
12,203,331
14,54,95263
210,258,120
258,210,120
119,203,120
203,119,120
65,117,121
117,65,121
62,121,122
367,35,374
35,367,378
330,76,124
81,37,368
381,167,125
398,44,125
76,330,126
167,381,126
167,310,126
310,167,126
244,35,246
35,244,246
25,141,330
226,20,128
44,398,129
91,367,130
367,91,130
34,84,131
84,34,131
203,268,131
268,203,132
71,169,132
91,221,135
221,91,135
82,78,431
71,167,136
167,71,137
78,193,139
7,49,121290
84,48,17652
71,106,164
84,45,31710
45,84,32197
167,137,143
137,35,145
35,137,145
221,167,146
167,221,146
137,167,147
81,84,21514
48,84,16959
84,81,21795
24,84,763
84,24,1100
24,174,153
98,42,331
174,24,155
25,18,122576
13,3,665702
56,20,19477
232,45,46
45,232,48
171,18,63
45,88,311
164,53,407
273,25,251
74,73,250
14,74,19825
18,162,67584
162,18,70725
14,113,427
96,14,21704
14,53,29068
14,96,20787
0,117,37408
38,132,113
21,141,15642
137,117,269
64,18,59567
12,87,74119
9,146,124
53,14,29623
46,27,86120
132,398,126
62,166,127
18,64,56914
90,104,129
137,14,47902
117,0,37711
28,166,132
21,132,133
398,132,134
16,44,41250
28,125,136
3,28,139
35,81,281
61,99,139
125,74,215
132,168,140
168,132,140
91,229,140
24,18,203370
42,28,224365
180,135,285
25,120,142
44,82,310
22,61,58195
25,345,142
0,59,155478
21,125,43345
12,135,689
86,90,495
112,36,555
85,125,144
17,166,1332
21,158,146
64,74,304
79,135,296
52,85,147
6,20,309778
44,120,148
14,112,149
6,180,150
3,120,28417
22,345,151
21,117,1096
90,88,283
123,32,285
0,170,153
60,166,153
18,41,284956
72,141,349
33,93,4018
46,88,154
18,19,359838
21,229,218
1,0,777659
56,120,157
86,88,277
6,14,466264
58,296,18063
244,9,54281
9,244,54984
131,9,170978
77,9,95481
9,271,26
305,178,33
267,271,23864
178,267,26710
126,9,176140
77,126,68
50,9,44954
9,32,78010
13,5,195508
33,31,40242
10,54,6276
31,33,40225
13,38,3292
51,9,143357
32,9,78096
244,45,114
45,244,117
244,381,118
381,244,121
10,65,121
9,27,140425
200,9,21143
13,200,127
9,50,46144
31,37,129
4,164,310
42,31,8268
9,278,383
71,36,133
9,54,133
9,62,455
4,54,29404
4,65,27163
6,22,55934
60,31,139
22,6,55337
0,154,216
143,58,142
9,51,146280
19,2,371794
2,10,457919
9,248,144
5,66,5235
4,85,291
67,9,46112
24,22,52007
71,285,146
3,21,600254
22,42,42902
22,65,337
244,4,148
9,112,148
19,55,148
186,16,318
4,186,149
4,23,335662
12,6,506883
24,9,61441
11,31,109752
59,4,152618
11,59,294
16,42,35087
42,5,208827
19,42,50594
31,6,56090
9,67,48827
12,9,237675
9,24,61695
244,38,156
56,71,167
46,4,89839
3,131,157
9,6,252857
9,12,228042
19,61,158
22,19,30694
176,20,11
354,0,169
20,132,139
0,176,5258
176,0,5590
91,0,65296
1,132,76446
164,15,420
17,164,125
142,9,163886
5,142,15535
31,45,40
37,5,83586
23,22,97455
103,27,9618
20,18,230538
16,1,167126
5,37,84906
0,180,119270
33,132,85
132,9,85
43,16,433294
113,1,7986
37,71,90
9,40,393853
223,499,97
42,9,120616
40,9,394467
9,42,116515
9,164,290
20,19,88804
1,24,320086
19,20,87539
25,9,192998
22,232,120
81,32,66103
232,22,122
53,164,123
45,99,124
61,14,95683
71,0,62148
22,285,128
175,20,1755
55,175,131
64,0,343192
0,76,187264
42,26,83360
9,13,337245
27,120,283
180,0,120648
136,14,47351
16,43,424098
95,0,233314
49,88,142
184,62,142
8,16,330007
82,135,208
22,64,291
58,14,105489
49,57,11500
9,18,288324
16,8,309934
251,48,147
132,45,147
132,77,321
13,53,100899
164,166,149
16,180,325
69,27,150
0,35,127940
13,9,338128
14,58,102389
14,91,113934
17,20,152
20,16,304819
4,105,3932
105,13,154
26,74,3110
13,141,331
9,345,156
41,0,479456
76,0,189294
174,49,156
14,136,44103
77,132,331
94,74,157
0,95,236608
66,82,157
0,71,61665
35,0,130970
0,41,468873
23,74,40232
17,180,158
9,174,158
48,76,159
41,18,289425
7,20,105602
20,7,109769
31,16,130322
49,5,130552
6,57,12532
41,37,226
16,92,235
44,13,34303
60,1,307947
16,60,413
41,86,9474
51,3,494
20,26,52231
53,21,93072
6,21,463635
54,57,20516
24,53,134419
53,48,12461
41,130,54756
91,65,104
41,23,190951
41,66,542
53,54,8339
19,86,15773
59,9,52704
19,59,292
51,59,40763
51,1,195614
59,13,800
16,311,132
54,42,133
42,4,133400
16,54,135
20,63,111380
11,53,123583
83,23,136
171,36,139
17,171,139
19,74,3600
105,51,141
16,105,398
21,17,303622
57,21,104344
59,11,145
79,17,43134
48,4,39382
36,115,149
13,175,149
64,53,6101
22,26,829
79,164,151
19,77,151
38,65,151
186,17,422
15,130,18917
54,1,87381
124,19,1099
239,124,153
11,164,153
54,52,35365
21,41,90032
8,19,43940
20,41,156
64,66,783
6,64,55318
57,85,158
54,53,8345
53,23,90812
19,48,117854
151,26,160
44,54,315
55,54,160
12,72,4996
11,258,75
303,264,251
223,11,284
273,303,31
303,25,403
303,273,247
303,81,257
264,273,187
273,264,188
25,303,246
81,264,232
48,264,221
264,48,39
264,81,195
241,362,45
362,241,45
273,241,210
169,303,48
303,169,48
241,273,215
12,11,538902
24,46,91794
56,32,65589
40,44,437
18,482,124
12,50,62014
39,12,63
52,40,71
49,46,176
482,46,64
32,56,69956
482,12,65
46,482,65
24,56,78777
335,12,66
12,89,68
482,49,69
303,241,212
241,67,225
53,3,98745
20,85,262
43,12,116599
31,65,108
9,46,27308
268,12,543
40,268,116
151,11,45277
92,11,119
1,127,121
8,66,123
24,36,127179
46,113,261
91,175,128
136,105,293
11,311,251
116,30,500561
91,58,138
137,311,139
12,81,48654
67,24,139
31,32,4261
128,92,141
59,22,48589
91,311,144
12,295,144
118,92,144
91,13,4451
295,12,145
25,62,6843
9,311,643
12,129,28562
91,33,1775
77,12,62162
42,327,150
1,2,703796
48,206,152
129,12,27984
50,105,153
67,22,436
1,73,2988
37,223,154
3,154,316
1,72,18526
0,150,155
1,85,15103
3,113,91805
23,206,156
103,12,34157
61,10,97174
12,46,101422
8,113,157
21,61,157
204,11,829
128,175,417
12,204,158
91,46,158
4,92,15097
12,45,80113
31,311,310
40,2,379863
37,150,159
22,85,159
117,1,105321
21,60,47744
96,311,321
24,175,160
96,92,160
19,113,7935
10,311,322
6,81,5772
37,311,161
9,150,162
91,32,162
37,327,162
14,175,163
48,105,312
22,2,465503
110,10,163
26,110,163
33,327,163
6,327,163
10,32,677
8,64,163
8,92,127585
38,175,164
3,150,36923
150,9,164
19,311,164
91,136,165
5,45,191258
22,3,338425
42,150,166
136,150,166
9,175,166
30,33,24399
33,30,23759
44,16,44612
22,0,302566
9,23,143547
18,171,51
16,175,63
13,61,72
175,136,92
37,10,45609
10,37,48193
88,21,43264
4,88,326
21,5,53252
9,68,174035
68,9,175823
32,1,404511
3,48,217147
51,42,460
51,49,392
48,51,82
14,51,89
56,51,97
6,82,54758
160,104,138
123,42,190
32,168,71
24,37,133399
70,46,125
146,60,63
13,160,181
104,56,42
32,37,47695
102,3,79329
174,98,28484
91,3,81066
3,91,76790
97,44,260
1,138,165
261,104,406
98,174,28435
43,98,16
174,201,240
201,174,89
8,200,25
55,59,286
261,255,1258
261,95,279
261,223,189
95,123,126
33,129,37
255,261,1310
261,117,603
210,49,43
39,13,412
147,188,45
37,411,47
499,3,48
3,499,48
71,160,48
261,397,666
160,71,49
397,261,680
3,335,51
261,31,394
78,335,53
39,0,1322
74,146,54
261,174,676
3,8,722143
18,39,1463
174,261,373
123,261,407
31,28,61271
28,48,149361
257,63,293
17,335,58
13,39,237
34,77,37801
192,67,63
261,67,333
261,32,1157
255,99,162
261,147,371
99,255,120
147,261,374
36,59,245
42,261,1238
261,122,359
227,146,197
78,48,83
223,237,86
122,261,365
397,49,90
300,46,94
49,397,95
34,63,370
63,34,447
18,63,535
46,300,96
63,18,530
261,70,907
70,261,1100
46,63,113
138,261,288
261,158,1639
158,261,1654
261,24,249
261,252,576
261,132,1352
261,88,448
252,261,496
132,261,1352
261,60,1329
14,261,4268
174,5,19117
5,174,18744
317,97,170
56,5,153880
12,268,57
11,93,39739
153,15,281
5,240,339
26,44,39436
15,123,48
29,51,22405
93,216,37
23,31,151
117,123,244
123,117,244
69,11,111
244,153,123
226,240,127
55,65,131
381,95,145
212,134,297
51,499,168
54,62,1
107,37,2
36,111,3
115,7,4
37,82,241
57,14,24282
110,50,35
107,1,3837
85,36,9
129,8,19721
50,20,102
54,80,22
95,34,26
44,64,193
115,29,30
144,28,101
48,72,32023
112,1,53
64,25,53
154,1,55
94,34,1604
65,42,340
1,110,60929
65,29,61
40,55,1745
111,79,66
85,34,82
18,111,89
82,56,260
115,0,25704
41,43,100
24,96,118372
85,33,41152
81,62,110
24,34,123328
27,82,129
133,25,64853
6,94,117
22,80,308
45,52,3377
59,35,297
47,5,117553
39,35,308
72,18,13103
24,80,377
24,295,136
67,81,302
115,6,157133
6,115,155432
276,77,141
276,121,142
121,276,142
295,24,143
85,45,143
60,59,288
37,80,583
42,85,143
77,82,144
81,67,491
91,97,146
56,72,432
15,92,638
60,41,4563
7,110,150
63,80,151
34,144,152
0,397,153
55,80,153
45,80,154
20,60,52329
129,78,154
29,55,37669
193,82,707
23,64,57750
26,193,155
24,82,38862
1,154,324
67,72,155
38,67,155
57,397,155
1,144,31005
8,144,837
20,144,345
95,59,156
144,48,156
18,59,331
92,24,156
65,56,157
36,69,157
95,50,158
44,144,159
90,19,3868
60,4,28750
43,37,33164
27,5,203468
154,44,318
54,107,161
77,92,288
32,87,18983
92,44,1876
12,56,42032
68,77,162
34,87,45971
28,129,163
12,52,20383
95,92,349
19,151,50308
59,29,169437
28,80,41237
28,41,133374
80,38,165
92,144,166
66,7,261950
9,59,51647
70,20,167
50,83,167
27,76,10899
129,5,42735
64,62,334
70,92,241
50,144,168
35,32,30795
8,68,65286
57,93,169
176,1,110448
112,29,169
92,67,277
24,57,118691
53,64,6333
1,69,139545
55,176,169
5,129,42461
20,105,169
8,154,169
5,80,61368
72,42,2565
65,41,19610
39,42,40612
77,59,170
32,105,54440
65,72,170
87,92,246
60,35,170
67,144,236
107,72,171
28,87,4162
34,54,171
80,31,171
17,154,243
5,41,4010
77,176,346
28,115,172
32,72,31395
55,95,172
74,112,173
110,8,18003
37,95,337
39,184,173
6,191,173
26,81,173
45,59,173
105,78,173
49,59,173
32,39,2416
12,95,57118
95,28,174
92,77,174
27,41,43154
28,53,46178
6,55,37958
26,87,12649
42,107,5135
4,110,540
105,5,25038
27,77,175
2,1,707602
23,1,302017
32,51,84
69,252,285
75,4,254201
30,1,98690
23,12,181085
6,138,164
4,46,93216
213,367,44
162,24,61
86,56,167
146,67,143
238,45,95
210,45,98
45,210,100
138,25,101
25,138,101
65,239,106
79,28,69017
64,125,112
266,104,113
367,45,116
112,84,129
165,141,162
141,165,211
238,103,171
159,84,32150
84,159,31890
103,238,178
3,146,60938
3,99,150724
97,31,26357
31,97,25274
9,39,305431
31,83,39992
47,9,271055
335,9,51
178,78,72
78,178,72
106,22,4263
22,106,4328
75,9,138211
9,75,132302
9,157,48906
9,126,171213
11,71,88
114,9,37930
58,5,15886
9,47,262567
22,71,38733
31,75,20808
9,114,38602
24,173,116
44,9,51700
8,58,36762
157,9,49149
68,58,5901
47,31,95345
75,38,55408
58,1,71270
22,30,235400
10,50,21620
13,22,169174
91,71,275
22,75,45562
91,16,10782
31,26,737
1,58,68180
8,6,236700
10,41,10738
31,68,23783
47,4,525564
173,8,54526
106,97,155
106,20,44977
20,106,45163
97,106,157
38,244,157
77,244,157
3,173,157
106,39,79580
106,10,74146
71,99,208
335,277,159
39,277,159
10,106,72521
39,411,160
99,244,160
20,277,25706
4,61,108039
1,39,234599
36,9,55250
106,277,162
48,9,57401
106,1,74281
39,146,164
13,31,54111
2,61,78715
58,68,5891
1,106,75158
77,106,230
8,173,55683
31,48,166
0,106,272
2,71,49197
106,0,272
22,55,168
57,1,77523
46,71,168
5,58,14891
26,71,168
59,61,324
5,173,41499
60,11,393
30,58,23704
51,35,269866
67,13,172
6,61,172
9,7,154160
42,71,173
77,6,174
61,58,174
9,206,176
9,36,56468
99,346,42
34,133,136146
62,210,198
104,141,243
98,183,83754
34,211,149
211,34,143
218,99,149
13,32,137638
81,98,23275
210,5,17
15,96,1046
183,104,92
133,51,1
44,135,3
54,15,122887
212,22,16
113,133,308
107,183,33
183,107,33
10,56,33
285,29,35
34,91,36
91,34,39
76,1,133922
48,27,86680
204,45,48
5,223,48
151,209,48
86,45,49
162,32,52
32,162,56
99,153,56
15,99,854
5,11,395043
39,46,57
24,32,116958
210,118,58
24,3,283481
81,210,59
89,32,59
3,89,59
118,81,59
24,2,172072
12,335,210
105,32,62892
12,482,60
1,482,146
482,8,113
46,92,61
23,35,61
346,49,163
29,32,194653
89,46,62
170,5,1659
46,12,96043
14,89,9700
24,482,65
210,201,65
3,22,330633
46,22,66
48,22,66
89,33,67
335,28,67
89,48,19416
48,1,179877
22,32,52053
335,46,71
336,34,73
171,11,73
0,32,376801
20,81,1443
82,98,81
55,82,81
36,206,88
346,420,93
420,346,93
1,76,136523
258,135,104
1,65,66220
120,283,117
36,336,117
55,36,117
167,98,118
20,167,162
135,258,120
133,29,27055
58,92,256
66,153,123
12,206,124
36,98,129
15,154,132
170,238,134
238,170,134
59,33,134
104,19,239
10,113,137
12,41,62579
22,206,138
264,303,296
346,3,14496
241,303,143
205,44,143
6,311,143
3,83,54642
103,235,145
38,106,23222
26,25,140183
103,276,147
1,70,97788
33,311,325
235,103,149
1,113,7791
241,81,220
105,4,3793
19,105,150
183,264,151
276,103,152
264,67,224
5,64,2537
104,204,154
204,104,336
81,241,226
43,14,24506
228,103,156
2,268,46158
19,99,158
10,2,440359
6,59,158
25,31,37292
1,53,67609
33,223,161
59,3,75356
151,33,161
240,12,192
160,273,163
311,92,163
204,73,10882
73,204,10955
35,311,164
10,206,768
43,154,164
110,12,124306
31,110,276
12,76,22051
10,76,321
264,241,305
77,1,209861
44,140,167
60,13,329
140,1,90282
81,175,169
6,34,236590
1,126,57826
10,64,169
179,36,240
273,160,170
268,82,170
81,273,170
8,303,170
1,179,170
43,57,354
3,55,1014
76,3,167032
117,3,81099
5,92,120159
273,81,171
136,117,171
25,273,172
12,138,172
19,92,172
35,99,172
11,175,172
5,204,172
111,11,26459
141,6,533
2,129,121239
5,42,210459
4,141,173
4,111,173
216,3,30843
2,204,174
204,2,174
228,216,175
37,129,175
4,206,405
4,99,712
15,59,367
35,76,175
8,175,39270
10,175,786
273,67,333
129,273,176
12,54,25977
1,52,1598
76,311,177
59,12,74961
5,99,7100
33,59,178
43,206,178
5,175,11490
3,53,99468
26,141,3374
44,103,2255
2,69,267237
193,15,150
15,193,208
64,6,55043
135,15,897
3,102,80009
54,0,266244
113,15,33
26,99,175
12,69,84573
216,164,37
119,106,40
48,41,58633
499,65,42
5,102,624
16,125,62
64,43,68
143,27,69
122,204,88
204,122,89
228,93,92
93,228,93
137,31,1520
83,27,2961
18,137,96
121,64,98
27,83,2909
6,88,5247
88,86,102
2,104,60447
41,141,107
85,104,107
88,105,107
24,74,88473
41,56,64458
211,22,111
22,211,111
82,125,112
48,79,11100
79,48,10991
54,76,190
76,54,115
4,180,115
92,76,172
76,92,117
398,310,119
310,398,119
45,5,191496
231,81,122
37,9,104564
24,88,3176
153,244,125
236,79,128
164,82,195
223,226,128
54,7,229174
221,226,130
226,221,130
232,65,131
226,223,131
81,231,132
43,0,198149
57,88,140
41,117,522
9,37,106502
425,135,142
113,24,264
45,89,39703
27,135,221
95,381,147
4,119,3762
57,125,359
70,88,379
60,71,150
20,120,150
9,26,122456
31,18,56583
16,166,152
16,41,147051
18,125,303
20,70,156
0,77,116132
70,104,175
304,193,158
193,304,158
276,227,158
227,276,158
14,55,208
24,125,336
16,77,321
9,132,163
0,136,163
24,65,155084
54,238,165
20,48,165
20,66,165
7,104,128686
49,74,20809
59,26,166
20,54,340
23,93,35527
31,46,168
20,142,61464
238,54,170
105,20,170
7,105,170
3,5,733408
64,104,243
19,49,76869
5,117,34689
20,125,171
20,64,178
42,88,172
69,166,172
10,166,172
82,6,52674
18,82,12369
42,7,147270
36,135,175
9,141,361
50,93,361
36,74,1390
141,13,178
9,53,178
69,0,100584
13,143,179
54,27,49884
15,17,810579
7,185,54635
134,154,49
255,56,48
24,48,116777
153,82,408
64,100,167
88,28,11703
14,123,70
45,36,2256
211,14,91
84,119,20597
60,15,7969
29,38,76972
261,18,627
4,82,365
164,216,38
261,201,125
38,54,44
25,261,545
261,25,620
261,342,869
53,261,49
237,261,481
66,130,638
55,14,56
130,147,178
146,59,63
1,63,241583
261,62,425
130,64,1173
261,153,135
81,261,528
130,160,323
165,261,85
76,63,351
143,128,98
128,143,98
192,261,177
111,130,606
56,41,64145
193,60,104
79,148,416
261,237,455
342,261,985
261,154,539
14,379,107
36,261,235
63,252,278
252,1,111
261,27,351
117,261,863
160,170,116
60,158,379
261,49,241
130,65,1474
261,81,703
23,145,49278
130,24,602
42,63,300
62,261,308
63,42,354
135,130,560
261,125,260
249,130,130
56,63,268
45,63,131
63,45,132
73,65,134
63,2,150335
56,261,1348
63,56,268
65,4,24937
148,180,1927
63,367,292
211,27,143
66,52,654
261,82,257
82,261,407
93,148,1371
28,261,579
361,44,148
218,261,187
261,28,567
27,211,150
44,361,152
92,261,499
261,135,153
135,261,153
52,148,1046
261,65,154
130,159,569
88,261,611
148,28,1269
28,148,1422
148,54,461
138,63,159
159,130,573
153,74,161
74,153,161
54,148,465
261,50,653
85,148,590
65,261,163
148,32,1050
89,130,1169
96,130,493
74,148,1094
65,73,169
148,147,552
201,261,451
130,49,656
55,227,170
148,60,350
123,21,537
21,123,538
119,84,20817
227,55,172
88,63,493
163,21,716
148,56,1603
21,163,720
60,237,403
23,84,292
367,1,107
111,13,200
180,84,131
338,14,137
166,125,48
125,166,124
50,122,63
73,124,76
177,10,17300
164,169,59
103,80,235
155,9,79742
45,147,107
36,179,99
84,89,855
357,166,54
99,158,3472
1,336,13456
148,87,126
318,14,19803
24,130,223
14,318,18115
255,14,25124
74,125,230
147,18,11448
23,115,15171
44,154,46
28,76,109998
85,79,60
66,160,99
110,240,48
93,104,167
7,160,84384
24,64,165342
79,11,43381
14,428,51
9,142,159746
368,14,11612
14,368,11456
7,88,114590
165,95,50
154,34,110732
34,154,106028
147,56,77
32,123,43
70,147,54
307,14,21700
14,307,22491
12,154,72434
64,160,169
160,64,169
23,85,44248
48,122,6
72,53,247
88,82,133
23,202,154
123,105,39
146,46,38
295,125,160
104,21,36000
124,93,69
86,79,35
64,73,154
70,28,116416
41,53,198
82,166,28
206,14,84
129,2,118559
122,56,37
64,7,205744
25,110,18020
95,32,66491
32,95,59548
70,170,98
2,95,159041
328,14,7516
95,2,161324
14,328,6620
60,123,49
21,54,102107
67,42,67
102,64,3606
125,66,228
7,120,54986
61,63,197
183,5,7758
53,124,75
76,65,147
7,82,111661
154,2,106309
2,154,105469
45,100,132
237,18,14112
2,123,123685
123,2,122367
7,48,223271
172,57,165
121,206,158
14,188,63
14,162,7281
24,111,164573
35,78,158520
73,6,27869
57,82,183
61,335,41
3,482,34
123,45,5
62,2,249701
44,225,143
36,2,308816
147,7,32191
252,14,68
166,148,326
73,130,46379
134,2,194130
21,70,50481
148,84,3736
70,57,8947
14,147,14981
135,84,11680
7,180,52766
103,36,4508
135,89,9124
89,135,9456
123,12,25966
25,148,993
148,25,883
93,130,214
27,66,11177
37,85,5292
89,88,51232
36,84,168
57,170,19776
148,7,43833
121,148,421
52,7,228763
142,39,81
50,79,674
76,130,155
19,148,301
148,19,298
130,74,599
295,52,155
61,1,250954
76,125,170
15,211,157
138,27,10669
2,135,57231
88,19,44232
148,295,101
130,164,556
53,28,42263
74,12,28674
64,148,344
202,148,169
21,148,273
5,270,190
29,7,35734
1,177,21645
